PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
0.142,0.242,0.467,0.055,0.093,0.142,0.498,0.221,0.031,0.426,0.574
0.111,0.182,0.556,0.061,0.121,0.111,0.562,0.182,0.04,0.485,0.515
0.141,0.179,0.462,0.026,0.103,0.141,0.397,0.269,0.038,0.487,0.513
0.181,0.134,0.497,0.054,0.074,0.181,0.53,0.262,0.081,0.47,0.53
0.144,0.162,0.505,0.036,0.061,0.144,0.534,0.235,0.04,0.48,0.52
0.096,0.219,0.551,0.067,0.113,0.096,0.545,0.196,0.017,0.61,0.39
0.134,0.196,0.518,0.018,0.062,0.134,0.491,0.17,0.018,0.482,0.518
0.114,0.161,0.516,0.035,0.108,0.114,0.5,0.19,0.035,0.402,0.598
0.174,0.151,0.407,0.017,0.07,0.174,0.413,0.227,0.047,0.43,0.57
0.12,0.234,0.487,0.017,0.095,0.12,0.49,0.184,0.031,0.462,0.538
0.136,0.24,0.471,0.038,0.066,0.136,0.494,0.24,0.043,0.445,0.555
0.129,0.209,0.469,0.028,0.116,0.129,0.474,0.222,0.036,0.472,0.528
0.102,0.193,0.508,0.072,0.087,0.102,0.527,0.227,0.019,0.576,0.424
0.119,0.173,0.554,0.043,0.062,0.119,0.527,0.197,0.057,0.514,0.486
0.163,0.136,0.558,0.02,0.082,0.163,0.517,0.231,0.027,0.51,0.49
0.173,0.233,0.38,0.026,0.139,0.173,0.406,0.278,0.041,0.447,0.553
0.141,0.133,0.51,0.035,0.052,0.141,0.492,0.215,0.044,0.466,0.534
0.153,0.196,0.41,0.039,0.097,0.153,0.446,0.299,0.039,0.446,0.554
0.148,0.231,0.417,0.005,0.044,0.148,0.426,0.206,0.023,0.421,0.579
0.141,0.205,0.485,0.044,0.094,0.141,0.504,0.233,0.036,0.479,0.521
0.097,0.211,0.588,0.099,0.081,0.097,0.562,0.211,0.049,0.58,0.42
0.134,0.234,0.455,0.057,0.056,0.134,0.464,0.236,0.044,0.53,0.47
0.161,0.212,0.474,0.059,0.138,0.161,0.482,0.258,0.048,0.431,0.569
0.115,0.236,0.527,0.048,0.055,0.115,0.479,0.188,0.03,0.515,0.485
0.134,0.175,0.545,0.032,0.061,0.134,0.554,0.19,0.041,0.507,0.493
0.11,0.239,0.481,0.073,0.067,0.11,0.486,0.235,0.019,0.571,0.429
0.141,0.195,0.465,0.033,0.112,0.141,0.427,0.237,0.021,0.519,0.481
0.131,0.215,0.529,0.058,0.079,0.131,0.529,0.23,0.042,0.503,0.497
0.112,0.124,0.628,0.055,0.06,0.112,0.547,0.174,0.029,0.551,0.449
0.147,0.174,0.515,0.049,0.078,0.147,0.53,0.241,0.039,0.481,0.519
0.118,0.192,0.497,0.044,0.089,0.118,0.497,0.246,0.024,0.527,0.473
0.109,0.234,0.491,0.096,0.06,0.109,0.532,0.262,0.039,0.509,0.491
0.139,0.191,0.513,0.048,0.1,0.139,0.496,0.265,0.035,0.443,0.557
0.124,0.198,0.525,0.04,0.09,0.124,0.542,0.22,0.034,0.559,0.441
0.121,0.204,0.479,0.031,0.103,0.121,0.474,0.201,0.028,0.513,0.487
0.128,0.198,0.484,0.05,0.136,0.128,0.464,0.218,0.037,0.425,0.575
0.15,0.186,0.467,0.012,0.066,0.15,0.509,0.216,0.024,0.503,0.497
0.173,0.154,0.49,0.029,0.125,0.173,0.51,0.26,0.029,0.49,0.51
0.151,0.207,0.458,0.052,0.085,0.151,0.446,0.24,0.03,0.461,0.539
0.191,0.191,0.504,0.043,0.078,0.191,0.518,0.255,0.014,0.56,0.44
0.137,0.213,0.47,0.038,0.1,0.137,0.465,0.213,0.038,0.479,0.521
0.117,0.19,0.539,0.061,0.073,0.117,0.55,0.198,0.039,0.55,0.45
0.112,0.191,0.48,0.013,0.138,0.112,0.454,0.158,0.046,0.441,0.559
0.13,0.211,0.418,0.028,0.139,0.13,0.437,0.282,0.053,0.43,0.57
0.141,0.167,0.5,0,0.013,0.141,0.474,0.205,0.026,0.513,0.487
0.147,0.17,0.502,0.045,0.092,0.147,0.502,0.259,0.056,0.522,0.478
0.145,0.171,0.469,0.016,0.095,0.145,0.457,0.227,0.031,0.393,0.607
0.108,0.23,0.512,0.045,0.074,0.108,0.509,0.201,0.032,0.544,0.456
0.121,0.174,0.57,0.04,0.084,0.121,0.551,0.187,0.047,0.555,0.445
0.157,0.17,0.484,0.057,0.111,0.157,0.469,0.273,0.025,0.467,0.533
0.089,0.341,0.402,0.028,0.123,0.089,0.475,0.184,0.073,0.464,0.536
0.144,0.213,0.492,0.055,0.094,0.144,0.486,0.243,0.028,0.461,0.539
0.059,0.298,0.509,0.034,0.091,0.059,0.532,0.143,0.043,0.659,0.341
0.105,0.258,0.469,0.044,0.124,0.105,0.462,0.204,0.029,0.579,0.421
0.121,0.236,0.507,0.029,0.079,0.121,0.493,0.193,0.057,0.586,0.414
0.109,0.233,0.494,0.041,0.085,0.109,0.492,0.198,0.024,0.455,0.545
0.111,0.255,0.481,0.043,0.098,0.111,0.485,0.209,0.057,0.574,0.426
0.218,0.213,0.408,0.023,0.08,0.218,0.374,0.299,0.029,0.443,0.557
0.135,0.266,0.426,0.049,0.111,0.135,0.41,0.25,0.037,0.508,0.492
0.1,0.213,0.564,0.052,0.104,0.1,0.517,0.18,0.033,0.488,0.512
0.122,0.27,0.403,0.056,0.08,0.122,0.391,0.287,0.025,0.518,0.482
0.158,0.139,0.557,0.032,0.108,0.158,0.544,0.203,0.032,0.449,0.551
0.128,0.199,0.516,0.078,0.036,0.128,0.522,0.233,0.046,0.544,0.456
0.169,0.212,0.429,0.045,0.09,0.169,0.454,0.265,0.057,0.439,0.561
0.075,0.163,0.682,0.029,0.119,0.075,0.646,0.137,0.052,0.501,0.499
0.147,0.177,0.517,0.053,0.057,0.147,0.528,0.219,0.026,0.475,0.525
0.16,0.242,0.427,0.04,0.086,0.16,0.415,0.244,0.03,0.466,0.534
0.133,0.163,0.548,0.072,0.06,0.133,0.488,0.223,0.012,0.608,0.392
0.047,0.333,0.491,0.03,0.145,0.047,0.466,0.167,0.026,0.628,0.372
0.176,0.144,0.505,0.054,0.095,0.176,0.482,0.261,0.041,0.378,0.622
0.19,0.173,0.428,0.033,0.095,0.19,0.438,0.275,0.039,0.412,0.588
0.099,0.167,0.58,0.02,0.078,0.099,0.553,0.167,0.034,0.577,0.423
0.083,0.228,0.519,0.074,0.128,0.083,0.501,0.226,0.033,0.567,0.433
0.143,0.23,0.448,0.036,0.116,0.143,0.471,0.226,0.051,0.434,0.566
0.124,0.231,0.486,0.043,0.104,0.124,0.503,0.214,0.053,0.493,0.507
0.126,0.18,0.508,0.041,0.102,0.126,0.515,0.227,0.03,0.526,0.474
0.165,0.169,0.462,0.05,0.057,0.165,0.451,0.249,0.03,0.437,0.563
0.122,0.242,0.482,0.055,0.096,0.122,0.51,0.229,0.049,0.525,0.475
0.143,0.251,0.439,0.054,0.096,0.143,0.461,0.251,0.037,0.484,0.516
0.099,0.22,0.553,0.035,0.057,0.099,0.496,0.142,0.021,0.589,0.411
0.092,0.179,0.592,0.065,0.061,0.092,0.55,0.195,0.023,0.542,0.458
0.158,0.226,0.398,0.026,0.12,0.158,0.414,0.274,0.041,0.492,0.508
0.128,0.205,0.475,0.068,0.068,0.128,0.507,0.224,0.041,0.507,0.493
0.132,0.167,0.55,0.054,0.051,0.132,0.52,0.221,0.038,0.493,0.507
0.137,0.195,0.482,0.053,0.119,0.137,0.482,0.223,0.046,0.508,0.492
0.109,0.195,0.536,0.06,0.074,0.109,0.498,0.216,0.031,0.581,0.419
0.151,0.125,0.507,0.029,0.053,0.151,0.469,0.262,0.029,0.5,0.5
0.111,0.19,0.556,0.063,0.04,0.111,0.603,0.222,0.04,0.532,0.468
0.171,0.158,0.461,0.033,0.079,0.171,0.467,0.276,0.053,0.487,0.513
0.09,0.158,0.573,0.032,0.072,0.09,0.537,0.169,0.043,0.553,0.447
0.135,0.177,0.539,0.06,0.078,0.135,0.519,0.24,0.05,0.549,0.451
0.147,0.187,0.517,0.052,0.109,0.147,0.51,0.231,0.032,0.488,0.512
0.099,0.336,0.421,0.039,0.072,0.099,0.474,0.145,0.053,0.618,0.382
0.169,0.201,0.432,0.032,0.058,0.169,0.435,0.263,0.032,0.458,0.542
0.119,0.247,0.479,0.053,0.099,0.119,0.513,0.223,0.05,0.528,0.472
0.141,0.234,0.453,0.049,0.115,0.141,0.47,0.225,0.024,0.448,0.552
0.097,0.256,0.493,0.065,0.078,0.097,0.496,0.205,0.049,0.52,0.48
0.111,0.204,0.55,0.083,0.121,0.111,0.555,0.209,0.033,0.487,0.513
0.152,0.189,0.52,0.06,0.095,0.152,0.522,0.243,0.03,0.533,0.467
0.154,0.187,0.463,0.033,0.024,0.154,0.472,0.276,0.008,0.512,0.488
0.148,0.217,0.502,0.093,0.076,0.148,0.516,0.266,0.023,0.503,0.497
0.126,0.186,0.547,0.031,0.068,0.126,0.51,0.178,0.034,0.563,0.437
0.11,0.265,0.482,0.036,0.119,0.11,0.48,0.177,0.019,0.489,0.511
0.12,0.181,0.512,0.036,0.054,0.12,0.53,0.193,0.03,0.536,0.464
0.121,0.224,0.502,0.091,0.076,0.121,0.49,0.242,0.039,0.545,0.455
0.12,0.174,0.565,0.071,0.084,0.12,0.562,0.209,0.03,0.549,0.451
0.117,0.193,0.56,0.027,0.11,0.117,0.537,0.183,0.057,0.473,0.527
0.142,0.184,0.512,0.033,0.12,0.142,0.497,0.217,0.039,0.449,0.551
0.152,0.136,0.539,0.025,0.033,0.152,0.547,0.202,0.053,0.498,0.502
0.169,0.203,0.458,0.051,0.051,0.169,0.508,0.271,0.085,0.458,0.542
0.101,0.187,0.576,0.065,0.047,0.101,0.532,0.198,0.025,0.529,0.471
0.085,0.237,0.514,0.049,0.068,0.085,0.531,0.161,0.011,0.641,0.359
0.138,0.166,0.536,0.057,0.066,0.138,0.529,0.234,0.039,0.527,0.473
0.156,0.178,0.5,0.05,0.122,0.156,0.5,0.222,0.033,0.417,0.583
0.158,0.193,0.473,0.043,0.104,0.158,0.455,0.244,0.036,0.443,0.557
0.126,0.267,0.408,0.005,0.092,0.126,0.442,0.189,0.044,0.505,0.495
0.132,0.252,0.474,0.041,0.109,0.132,0.474,0.207,0.038,0.504,0.496
0.136,0.202,0.493,0.04,0.076,0.136,0.486,0.225,0.042,0.549,0.451
0.161,0.212,0.474,0.043,0.082,0.161,0.457,0.242,0.045,0.463,0.537
0.162,0.14,0.447,0.013,0.085,0.162,0.443,0.247,0.038,0.43,0.57
0.152,0.158,0.524,0.045,0.106,0.152,0.521,0.248,0.021,0.448,0.552
0.135,0.222,0.474,0.04,0.099,0.135,0.476,0.235,0.047,0.493,0.507
0.113,0.177,0.565,0.048,0.081,0.113,0.536,0.173,0.04,0.524,0.476
0.169,0.234,0.452,0.062,0.091,0.169,0.489,0.28,0.097,0.556,0.444
0.106,0.176,0.558,0.061,0.076,0.106,0.521,0.194,0.042,0.555,0.445
0.126,0.147,0.533,0.042,0.056,0.126,0.509,0.214,0.042,0.533,0.467
0.147,0.257,0.437,0.05,0.087,0.147,0.507,0.24,0.07,0.51,0.49
0.15,0.173,0.479,0.043,0.068,0.15,0.413,0.246,0.03,0.537,0.463
0.158,0.132,0.513,0.053,0.066,0.158,0.461,0.263,0.053,0.474,0.526
0.113,0.282,0.441,0.028,0.07,0.113,0.509,0.226,0.047,0.535,0.465
0.136,0.222,0.44,0.037,0.094,0.136,0.456,0.248,0.045,0.497,0.503
0.139,0.225,0.468,0.064,0.069,0.139,0.489,0.232,0.054,0.461,0.539
0.127,0.177,0.525,0.053,0.068,0.127,0.51,0.221,0.031,0.451,0.549
0.137,0.211,0.477,0.046,0.126,0.137,0.452,0.238,0.022,0.539,0.461
0.157,0.219,0.483,0.072,0.065,0.157,0.49,0.248,0.056,0.452,0.548
0.139,0.236,0.479,0.044,0.063,0.139,0.496,0.208,0.06,0.508,0.492
0.138,0.249,0.448,0.042,0.08,0.138,0.448,0.218,0.019,0.487,0.513
0.219,0.227,0.453,0.055,0.039,0.219,0.523,0.273,0.094,0.547,0.453
0.136,0.196,0.497,0.075,0.131,0.136,0.487,0.246,0.035,0.457,0.543
0.137,0.214,0.502,0.055,0.105,0.137,0.495,0.229,0.037,0.541,0.459
0.125,0.275,0.451,0.081,0.07,0.125,0.519,0.244,0.077,0.538,0.462
0.146,0.166,0.506,0.028,0.083,0.146,0.474,0.233,0.032,0.474,0.526
0.218,0.164,0.509,0.036,0,0.218,0.473,0.273,0.036,0.491,0.509
0.13,0.18,0.518,0.081,0.113,0.13,0.479,0.25,0.042,0.585,0.415
0.088,0.223,0.538,0.048,0.04,0.088,0.534,0.171,0.048,0.558,0.442
0.208,0.162,0.515,0.038,0.031,0.208,0.454,0.292,0.008,0.5,0.5
0.168,0.179,0.444,0.041,0.112,0.168,0.418,0.265,0.036,0.429,0.571
0.152,0.188,0.49,0.042,0.075,0.152,0.49,0.212,0.045,0.528,0.472
0.169,0.169,0.485,0.038,0.031,0.169,0.485,0.231,0.031,0.5,0.5
0.142,0.17,0.56,0.124,0.071,0.142,0.532,0.312,0.06,0.486,0.514
0.141,0.215,0.478,0.039,0.098,0.141,0.485,0.229,0.052,0.478,0.522
0.112,0.212,0.51,0.05,0.071,0.112,0.519,0.191,0.021,0.544,0.456
0.167,0.181,0.419,0.042,0.079,0.167,0.46,0.242,0.042,0.4,0.6
0.17,0.184,0.446,0.054,0.143,0.17,0.463,0.272,0.051,0.395,0.605
0.152,0.17,0.502,0.046,0.062,0.152,0.489,0.229,0.032,0.494,0.506
0.157,0.17,0.491,0.044,0.107,0.157,0.478,0.226,0.025,0.472,0.528
0.117,0.176,0.522,0.059,0.117,0.117,0.51,0.22,0.047,0.551,0.449
0.122,0.255,0.427,0.04,0.058,0.122,0.477,0.26,0.005,0.324,0.676
0.071,0.194,0.647,0.048,0.155,0.071,0.655,0.151,0.058,0.48,0.52
0.121,0.274,0.487,0.141,0.058,0.121,0.504,0.288,0.032,0.604,0.396
0.156,0.122,0.585,0.034,0.061,0.156,0.544,0.231,0.027,0.503,0.497
0.113,0.238,0.538,0.067,0.086,0.113,0.557,0.207,0.047,0.565,0.435
0.116,0.243,0.512,0.061,0.079,0.116,0.512,0.214,0.042,0.467,0.533
0.123,0.151,0.594,0.057,0.057,0.123,0.557,0.208,0.047,0.481,0.519
0.09,0.249,0.508,0.017,0.062,0.09,0.508,0.158,0.056,0.638,0.362
0.29,0.14,0.441,0.054,0.075,0.29,0.452,0.366,0.022,0.462,0.538
0.109,0.242,0.521,0.047,0.038,0.109,0.54,0.194,0.038,0.616,0.384
0.128,0.185,0.512,0.038,0.078,0.128,0.482,0.195,0.02,0.528,0.472
0.135,0.166,0.563,0.057,0.086,0.135,0.534,0.223,0.012,0.492,0.508
0.166,0.189,0.484,0.065,0.103,0.166,0.478,0.27,0.048,0.489,0.511
0.066,0.325,0.477,0.041,0.107,0.066,0.472,0.135,0.008,0.645,0.355
0.099,0.269,0.473,0.092,0.065,0.099,0.477,0.251,0.033,0.562,0.438
0.117,0.212,0.514,0.052,0.081,0.117,0.502,0.216,0.024,0.639,0.361
0.077,0.262,0.515,0.046,0.077,0.077,0.531,0.2,0.038,0.623,0.377
0.162,0.147,0.525,0.035,0.085,0.162,0.494,0.228,0.012,0.514,0.486
0.175,0.165,0.466,0.029,0.029,0.175,0.437,0.243,0.058,0.447,0.553
0.148,0.272,0.42,0.037,0.074,0.148,0.481,0.259,0.111,0.42,0.58
0.132,0.132,0.605,0.053,0.158,0.132,0.632,0.211,0.026,0.447,0.553
0.199,0.295,0.299,0.043,0.057,0.199,0.349,0.278,0.071,0.423,0.577
0.129,0.263,0.452,0.08,0.076,0.129,0.477,0.247,0.059,0.517,0.483
0.142,0.212,0.501,0.045,0.079,0.142,0.49,0.238,0.068,0.516,0.484
0.307,0.148,0.432,0.045,0.045,0.307,0.455,0.375,0.011,0.375,0.625
0.178,0.136,0.481,0.042,0.115,0.178,0.43,0.249,0.012,0.383,0.617
0.162,0.211,0.451,0.03,0.085,0.162,0.464,0.232,0.045,0.435,0.565
0.115,0.172,0.566,0.06,0.086,0.115,0.526,0.204,0.034,0.529,0.471
0.124,0.214,0.417,0.056,0.049,0.124,0.409,0.244,0.025,0.539,0.461
0.12,0.174,0.535,0.025,0.083,0.12,0.502,0.183,0.071,0.548,0.452
0.089,0.313,0.444,0.061,0.145,0.089,0.519,0.201,0.084,0.519,0.481
0.08,0.297,0.442,0.051,0.094,0.08,0.536,0.196,0.065,0.543,0.457
0.115,0.248,0.472,0.032,0.147,0.115,0.467,0.204,0.026,0.452,0.548
0.317,0.144,0.462,0.01,0.029,0.317,0.433,0.337,0.01,0.385,0.615
0.086,0.249,0.498,0.052,0.124,0.086,0.541,0.202,0,0.592,0.408
0.097,0.255,0.49,0.045,0.097,0.097,0.517,0.203,0.017,0.597,0.403
0.138,0.138,0.554,0.046,0.092,0.138,0.462,0.215,0.031,0.508,0.492
0.159,0.247,0.44,0.027,0.115,0.159,0.451,0.192,0.033,0.368,0.632
0.129,0.21,0.491,0.043,0.09,0.129,0.499,0.221,0.046,0.529,0.471
0.134,0.149,0.478,0,0.097,0.134,0.41,0.172,0.022,0.44,0.56
0.108,0.171,0.59,0.048,0.088,0.108,0.539,0.194,0.035,0.544,0.456
0.056,0.191,0.685,0.034,0.045,0.056,0.596,0.101,0.045,0.562,0.438
0.145,0.179,0.483,0.032,0.112,0.145,0.474,0.214,0.04,0.467,0.533
0.114,0.207,0.521,0.046,0.108,0.114,0.501,0.211,0.026,0.503,0.497
0.109,0.241,0.534,0.065,0.071,0.109,0.507,0.187,0.02,0.527,0.473
0.095,0.17,0.58,0.074,0.064,0.095,0.565,0.208,0.032,0.594,0.406
0.128,0.215,0.462,0.019,0.147,0.128,0.455,0.196,0.026,0.41,0.59
0.25,0.144,0.5,0.061,0.076,0.25,0.477,0.326,0.061,0.364,0.636
0.145,0.199,0.463,0.035,0.112,0.145,0.456,0.259,0.044,0.472,0.528
0.091,0.294,0.445,0.044,0.103,0.091,0.491,0.201,0.027,0.553,0.447
0.149,0.162,0.506,0.032,0.032,0.149,0.422,0.227,0.032,0.61,0.39
0.162,0.214,0.432,0.021,0.12,0.162,0.47,0.226,0.034,0.423,0.577
0.141,0.21,0.485,0.045,0.084,0.141,0.479,0.225,0.042,0.485,0.515
0.134,0.211,0.513,0.052,0.082,0.134,0.505,0.227,0.057,0.528,0.472
0.135,0.16,0.521,0.055,0.117,0.135,0.518,0.239,0.031,0.469,0.531
0.101,0.246,0.541,0.048,0.077,0.101,0.512,0.179,0.043,0.541,0.459
0.093,0.299,0.423,0.021,0.072,0.093,0.392,0.155,0.031,0.381,0.619
0.113,0.276,0.415,0.077,0.038,0.113,0.428,0.218,0.034,0.558,0.442
0.149,0.113,0.553,0.043,0.085,0.149,0.532,0.227,0.043,0.496,0.504
0.169,0.174,0.449,0.045,0.073,0.169,0.466,0.281,0.056,0.522,0.478
0.164,0.209,0.458,0.035,0.065,0.164,0.478,0.254,0.025,0.418,0.582
0.128,0.125,0.568,0.033,0.03,0.128,0.515,0.202,0.051,0.539,0.461
0.13,0.241,0.502,0.067,0.064,0.13,0.575,0.227,0.037,0.465,0.535
0.153,0.186,0.521,0.065,0.07,0.153,0.516,0.26,0.019,0.479,0.521
0.166,0.164,0.528,0.077,0.093,0.166,0.506,0.267,0.038,0.51,0.49
0.138,0.191,0.517,0.077,0.086,0.138,0.526,0.252,0.031,0.495,0.505
0.18,0.164,0.434,0.024,0.093,0.18,0.445,0.248,0.019,0.375,0.625
0.097,0.223,0.563,0.019,0.049,0.097,0.505,0.165,0.058,0.602,0.398
0.155,0.222,0.428,0.035,0.12,0.155,0.45,0.242,0.042,0.438,0.562
0.08,0.255,0.498,0.036,0.098,0.08,0.535,0.196,0.004,0.593,0.407
0.146,0.146,0.482,0.026,0.069,0.146,0.482,0.204,0.022,0.445,0.555
0.092,0.205,0.57,0.065,0.07,0.092,0.565,0.189,0.03,0.6,0.4
0.103,0.152,0.582,0.067,0.067,0.103,0.558,0.212,0.055,0.515,0.485
0.139,0.222,0.473,0.083,0.127,0.139,0.48,0.261,0.028,0.543,0.457
0.104,0.178,0.571,0.053,0.08,0.104,0.516,0.176,0.041,0.578,0.422
0.133,0.178,0.556,0.072,0.081,0.133,0.544,0.244,0.036,0.558,0.442
0.184,0.168,0.447,0.017,0.101,0.184,0.425,0.246,0.039,0.408,0.592
0.118,0.183,0.526,0.059,0.095,0.118,0.507,0.216,0.033,0.52,0.48
0.155,0.164,0.486,0.054,0.093,0.155,0.466,0.249,0.028,0.472,0.528
0.105,0.233,0.535,0.064,0.105,0.105,0.512,0.209,0.064,0.564,0.436
0.1,0.25,0.532,0.063,0.09,0.1,0.51,0.189,0.046,0.549,0.451
0.129,0.258,0.46,0.067,0.086,0.129,0.466,0.209,0.049,0.46,0.54
0.147,0.215,0.474,0.035,0.109,0.147,0.463,0.207,0.041,0.425,0.575
0.138,0.239,0.481,0.112,0.093,0.138,0.485,0.265,0.075,0.515,0.485
0.129,0.171,0.498,0.041,0.051,0.129,0.47,0.221,0.046,0.512,0.488
0.134,0.213,0.491,0.046,0.134,0.134,0.488,0.226,0.021,0.497,0.503
0.106,0.188,0.547,0.041,0.048,0.106,0.545,0.195,0.035,0.534,0.466
0.138,0.196,0.47,0.045,0.093,0.138,0.473,0.238,0.043,0.542,0.458
0.12,0.193,0.521,0.051,0.085,0.12,0.535,0.205,0.039,0.529,0.471
0.201,0.159,0.456,0.034,0.113,0.201,0.46,0.278,0.017,0.37,0.63
0.195,0.162,0.468,0.032,0.078,0.195,0.468,0.26,0.026,0.403,0.597
0.203,0.175,0.42,0.035,0.056,0.203,0.413,0.245,0.028,0.455,0.545
0.151,0.225,0.451,0.048,0.118,0.151,0.444,0.262,0.021,0.516,0.484
0.104,0.243,0.473,0.035,0.118,0.104,0.448,0.218,0.026,0.55,0.45
0.129,0.202,0.528,0.05,0.092,0.129,0.513,0.214,0.033,0.493,0.507
0.132,0.257,0.481,0.054,0.102,0.132,0.519,0.217,0.049,0.517,0.483
0.109,0.251,0.539,0.053,0.099,0.109,0.547,0.19,0.038,0.525,0.475
0.161,0.198,0.463,0.062,0.079,0.161,0.459,0.277,0.041,0.463,0.537
0.076,0.271,0.494,0.048,0.106,0.076,0.529,0.2,0.02,0.572,0.428
0.163,0.195,0.488,0.072,0.056,0.163,0.469,0.249,0.039,0.51,0.49
0.097,0.186,0.593,0.058,0.058,0.097,0.557,0.18,0.025,0.546,0.454
0.075,0.281,0.498,0.04,0.088,0.075,0.542,0.177,0.02,0.675,0.325
0.142,0.224,0.448,0.022,0.082,0.142,0.455,0.201,0.067,0.463,0.537
0.128,0.109,0.551,0.058,0.036,0.128,0.533,0.219,0.029,0.5,0.5
0.105,0.218,0.506,0.051,0.056,0.105,0.534,0.207,0.047,0.53,0.47
0.169,0.184,0.472,0.038,0.08,0.169,0.455,0.246,0.018,0.408,0.592
0.086,0.165,0.663,0.033,0.095,0.086,0.619,0.139,0.051,0.496,0.504
0.136,0.148,0.553,0.06,0.112,0.136,0.512,0.22,0.036,0.474,0.526
0.134,0.25,0.436,0.047,0.052,0.134,0.5,0.227,0.064,0.535,0.465
0.129,0.155,0.572,0.085,0.081,0.129,0.509,0.225,0.011,0.513,0.487
0.161,0.194,0.512,0.057,0.095,0.161,0.431,0.242,0.024,0.464,0.536
0.121,0.195,0.559,0.065,0.05,0.121,0.562,0.225,0.044,0.577,0.423
0.135,0.272,0.475,0.074,0.074,0.135,0.516,0.245,0.038,0.56,0.44
0.127,0.175,0.552,0.071,0.094,0.127,0.552,0.226,0.024,0.514,0.486
0.144,0.213,0.472,0.044,0.066,0.144,0.47,0.232,0.044,0.453,0.547
0.101,0.198,0.588,0.055,0.07,0.101,0.564,0.165,0.009,0.625,0.375
0.144,0.163,0.518,0.06,0.08,0.144,0.51,0.237,0.042,0.508,0.492
0.149,0.185,0.498,0.032,0.103,0.149,0.509,0.249,0.036,0.495,0.505
0.125,0.186,0.544,0.034,0.058,0.125,0.53,0.187,0.051,0.501,0.499
0.122,0.168,0.533,0.037,0.052,0.122,0.522,0.199,0.028,0.517,0.483
0.135,0.188,0.528,0.029,0.093,0.135,0.489,0.197,0.048,0.493,0.507
0.111,0.156,0.542,0.046,0.042,0.111,0.569,0.21,0.065,0.511,0.489
0.111,0.172,0.551,0.055,0.065,0.111,0.488,0.195,0.024,0.593,0.407
0.147,0.195,0.553,0.042,0.109,0.147,0.559,0.208,0.048,0.482,0.518
0.123,0.178,0.493,0.014,0.103,0.123,0.5,0.171,0.062,0.37,0.63
0.097,0.176,0.545,0.091,0.103,0.097,0.527,0.224,0.073,0.485,0.515
0.08,0.335,0.483,0.057,0.097,0.08,0.511,0.176,0.057,0.625,0.375
0.125,0.162,0.569,0.066,0.088,0.125,0.544,0.219,0.025,0.541,0.459
0.109,0.321,0.432,0.035,0.058,0.109,0.408,0.204,0.041,0.571,0.429
0.141,0.188,0.487,0.052,0.113,0.141,0.482,0.257,0.042,0.466,0.534
0.104,0.291,0.423,0.053,0.091,0.104,0.472,0.24,0.057,0.577,0.423
0.152,0.198,0.477,0.058,0.091,0.152,0.453,0.243,0.025,0.469,0.531
0.104,0.26,0.503,0.067,0.067,0.104,0.454,0.222,0.031,0.571,0.429
0.169,0.146,0.39,0.023,0.047,0.169,0.376,0.272,0.014,0.413,0.587
0.108,0.175,0.608,0.057,0.148,0.108,0.537,0.181,0.026,0.52,0.48
0.138,0.169,0.512,0.042,0.099,0.138,0.486,0.229,0.039,0.478,0.522
0.139,0.171,0.481,0.047,0.092,0.139,0.474,0.241,0.032,0.437,0.563
0.118,0.265,0.453,0.015,0.079,0.118,0.497,0.182,0.065,0.576,0.424
0.137,0.176,0.565,0.069,0.084,0.137,0.542,0.206,0.031,0.557,0.443
0.1,0.167,0.593,0.039,0.067,0.1,0.576,0.18,0.048,0.561,0.439
0.138,0.193,0.5,0.046,0.106,0.138,0.495,0.193,0.023,0.532,0.468
0.096,0.225,0.504,0.047,0.121,0.096,0.489,0.188,0.02,0.516,0.484
0.148,0.133,0.544,0.03,0.08,0.148,0.483,0.224,0.042,0.483,0.517
0.118,0.256,0.452,0.027,0.063,0.118,0.501,0.21,0.055,0.618,0.382
0.171,0.212,0.453,0.056,0.069,0.171,0.464,0.252,0.045,0.448,0.552
0.146,0.192,0.486,0.053,0.102,0.146,0.489,0.238,0.062,0.44,0.56
0.153,0.203,0.459,0.03,0.088,0.153,0.486,0.266,0.045,0.441,0.559
0.19,0.197,0.504,0.036,0.036,0.19,0.482,0.248,0.029,0.606,0.394
0.173,0.26,0.457,0.092,0.072,0.173,0.468,0.283,0.04,0.457,0.543
0.209,0.132,0.538,0.011,0.066,0.209,0.407,0.264,0.022,0.549,0.451
0.158,0.152,0.491,0.04,0.141,0.158,0.485,0.244,0.014,0.436,0.564
0.112,0.151,0.595,0.086,0.066,0.112,0.579,0.22,0.026,0.602,0.398
0.145,0.25,0.416,0.039,0.084,0.145,0.457,0.227,0.066,0.508,0.492
0.123,0.183,0.507,0.047,0.08,0.123,0.513,0.22,0.027,0.517,0.483
0.1,0.273,0.514,0.037,0.073,0.1,0.48,0.184,0.024,0.622,0.378
0.167,0.25,0.384,0.042,0.106,0.167,0.421,0.273,0.069,0.477,0.523
0.139,0.232,0.443,0.05,0.091,0.139,0.503,0.256,0.089,0.525,0.475
0.15,0.19,0.526,0.074,0.121,0.15,0.523,0.244,0.022,0.468,0.532
0.112,0.221,0.442,0.052,0.097,0.112,0.424,0.227,0.021,0.503,0.497
